modalidade,situacao,esfera,orgao,uf,municipio,objeto,valor,abertura,encerramento,numero_pncp,link
Pregão - Eletrônico,Divulgada no PNCP,F,,RJ,Nova Friburgo,Registro de Preços para Aquisição de peças para manutenção veículos automotores.,188398.97,2026-09-25T09:00:00,2026-10-07T09:00:00,00394502000144-1-012440/2026,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=76570605001132026
Pregão - Eletrônico,Divulgada no PNCP,F,,RJ,Rio de Janeiro,"Aquisição via constituição de registro de preço, de padrões de referencia para a análise dos insumos e do produto final de 15 ,(quinze) lotes do medicamento Darunavir 600mg, 21 (vinte e um) lotes do medicamento Darunavir 800mg e 10 (dez) lotes de Isoniaziada 100mg e 4 (quatro) lotes de Iodeto de Potássio 130mg.",223545.96,2026-09-25T09:00:00,2026-10-07T09:00:00,00394429000100-1-000017/2027,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=12019505002132027
Pregão - Eletrônico,Divulgada no PNCP,E,,RJ,Rio de Janeiro,"contratação de empresa para fornecimento contínuo de Pós e Pincéis especiais utilizados na revelação de impressões digitais latentes, para o atendimento das atividades laboratoriais do Instituto Félix Pacheco (IIFP) e PRPTCs (Postos Regionais de Polícia Técnico- Científica), vinculados ao Departamento Geral de Polícia Técnico Científico (DGPTC) da Secretaria de Estado de Polícia Civil (SEPOL).",697956.91,2026-09-24T09:00:00,2026-10-07T09:30:00,42498600000171-1-003805/2026,https://www.compras.rj.gov.br/EditaisLicitacoes/detalhar.action?idLic=37379
Pregão - Eletrônico,Divulgada no PNCP,F,,RJ,Rio de Janeiro,Aquisição de Gêneros Alimentícios - Quantitativo de Subsistência (QS) - Açúcar.,825030.0,2026-09-24T08:30:00,2026-10-07T09:30:00,00394452000103-1-020810/2026,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=16029805001132026
Pregão - Eletrônico,Divulgada no PNCP,F,,RJ,Rio de Janeiro,Aquisição de Sistema de Separador de Água e Óleo.,655729.12,2026-09-24T09:30:00,2026-10-07T09:30:00,00394502000144-1-012351/2026,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=74001405001942026
Pregão - Eletrônico,Divulgada no PNCP,F,,RJ,Niterói,Eventual Aquisição de Aparelho de Respiração Autônoma Completo,550417.6,2026-09-25T09:30:00,2026-10-07T09:30:00,00394502000144-1-012438/2026,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=79101005003112026
Pregão - Eletrônico,Divulgada no PNCP,F,,RJ,São Pedro da Aldeia,"Pregão Eletrônico nº 90014/2026, do Centro de Intendência da Marinha em São Pedro da Aldeia, cujo objeto é o registro de
preços para Aquisição de Gêneros Alimentícios Refrigerados.",5090561.1,2026-09-25T09:30:00,2026-10-07T09:30:00,00394502000144-1-012441/2026,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=79118105001362026
Pregão - Eletrônico,Divulgada no PNCP,F,,RJ,Rio de Janeiro,"Contratação de serviços contínuo de engenharia para manutenção predial a serem  executados com regime de dedicação exclusiva de mão de obra, conforme definições previstas no termo de referência, pelo período de 24 (vinte e quatro) meses.",26128379.86,2026-09-23T09:00:00,2026-10-07T09:59:00,33781055000135-1-001646/2026,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=25448805000242026
Pregão - Eletrônico,Divulgada no PNCP,F,,RJ,Niterói,Aquisição de Softwares ,2661486.01,2026-09-25T10:00:00,2026-10-07T10:00:00,28523215000106-1-000020/2026,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/landing?destino=acompanhamento-compra&compra=15018205900102026
Pregão - Eletrônico,Divulgada no PNCP,F,,RJ,Rio de Janeiro,"Contratação de empresa especializada para realizar serv Continuados de Engenharia, referente à Operação, Manuten Preventiva, Preditiva Corretiva, Sistemas de Ar Condic, Aquecimento, Ventilação Mecânica (insuflação e exaustão) e Refrigeração através da utilização de PMOC nos campi da FIOCRUZ, incluindo o fornecimento de mão de obra, peças, ferramentas, EPI’s, EPC’s, materiais consumíveis, serv eventuais e todos os demais itens necessários periodo 24 meses.",98368519.61,2026-09-23T08:00:00,2026-10-07T10:00:00,33781055000135-1-000516/2026,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/landing?destino=acompanhamento-compra&compra=25446205900032026
Pregão - Eletrônico,Divulgada no PNCP,F,,RJ,Rio de Janeiro,FILME PLASTICO,0.0,2026-09-21T16:00:00,2026-10-07T10:00:00,34164319000174-1-000164/2026,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=17908305001262026
Pregão - Eletrônico,Divulgada no PNCP,F,,RJ,Rio de Janeiro,"Registro de Preços para prestação futura por empresa especializada de serviços de roçagem e poda de árvores, incluindo mão de obra, materiais e equipamentos, inclusive EPI e EPC, a interesse da Superintendência Regional de Salvador, nos endereços de Superintendência Regional de Salvador do SGB/CPRM.",20719.2,2026-09-16T08:00:00,2026-10-07T10:00:00,00091652000189-1-000317/2026,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=49513005000922026
Pregão - Eletrônico,Divulgada no PNCP,F,,RJ,Rio de Janeiro,"Contratação de serviços contínuos de IMPRESSÃO GRAFICA, a serem executados com regime sem dedicação exclusiva de mão de obra para atender ao DDHCT/INES.",716874.0,2026-09-23T08:00:00,2026-10-07T10:00:00,00394445000101-1-000239/2026,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=15200505000272026
Pregão - Eletrônico,Divulgada no PNCP,F,,RJ,Rio de Janeiro,"Contratação de empresa especializada para a prestação de serviços continuados de coleta, transporte, tratamento, quando aplicável, e destinação final ambientalmente adequada de resíduos sólidos gerados nas dependências da Escola de Instrução Especializada – EsIE, inclusive aqueles provenientes das atividades e instalações do 1º Batalhão de Defesa Química, Biológica, Radiológica e Nuclear – 1º Btl DQBRN",114652.7,2026-09-23T10:00:00,2026-10-07T10:00:00,00394452000103-1-020672/2026,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=16031705000172026
Pregão - Eletrônico,Divulgada no PNCP,F,,RJ,Rio de Janeiro,"O objeto da presente licitação é a eventual contratação de empresa especializada para prestação de serviços contínuos de apoio administrativo, com dedicação exclusiva de mão de obra, mediante disponibilização, gestão e supervisão de profissionais qualificados para o desempenho de atividades materiais, acessórias e complementares às competências institucionais do Instituto de Psiquiatria da UFRJ – IPUB/UFRJ e do órgão participante.",192703.67,2026-09-23T10:00:00,2026-10-07T10:00:00,33663683000116-1-000444/2026,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=15314905000352026
Pregão - Eletrônico,Divulgada no PNCP,F,,RJ,Rio de Janeiro," Contratação de serviços contínuos de engenharia para manutenção predial preventiva e corretiva, a serem executados com regime de dedicação exclusiva de mão de obra, incluindo fornecimento de materiais, insumos e execução de serviços sob demanda, abrangendo sistemas elétricos, hidrossanitários, combate a incêndio, SPDA, cabeamento estruturado, climatização, obras civis e demais instalações prediais, utilizados pela Superintendência Regional de Administração do Ministério da Gestão e da Inovação em Serviços Públicos no Estado do Rio de Janeiro - SRA-MGI/RJ,",24102985.2,2026-09-23T08:00:00,2026-10-07T10:00:00,00489828000155-1-000536/2026,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=17011405000122026
Pregão - Eletrônico,Divulgada no PNCP,F,,RJ,Rio de Janeiro,"REGISTRO DE PREÇOS PARA AQUISIÇÃO DE MEDICAMENTOS PADRONIZADOS (SELANTES E OUTROS), POR REPETIÇÃO",337465.96,2026-09-23T10:00:00,2026-10-07T10:00:00,00394544000185-1-003220/2025,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=25005705000152025
Pregão - Eletrônico,Divulgada no PNCP,E,,RJ,Rio de Janeiro,"Aquisição de medicamentos CETOROLACO DE TROMETAMINA 10MG COMPRIMIDO SUBLINGUAL através do Pregão Eletrônico para Registro de Preços, visando suprir as necessidades da Assessoria de Mandados Judiciais da Secretaria de Estado de Saúde do Rio de Janeiro, de acordo com as condições e especificações constantes neste Termo de Referência e no Edital, sob a égide da Lei n° 14.133/2021.

",0.0,2026-09-23T09:40:00,2026-10-07T10:00:00,42498600000171-1-004010/2026,https://www.compras.rj.gov.br/EditaisLicitacoes/detalhar.action?idLic=37463
Pregão - Eletrônico,Divulgada no PNCP,E,,RJ,Rio de Janeiro,"O presente termo de referência tem por objetivo estabelecer as condições para fornecimento do(s) medicamento(s) ODEVIXIBATE SESQUI-HIDRATADO 1.200 MCG CÁPSULA DURA através do Pregão Eletrônico para Registro de Preços, visando suprir as necessidades da Assessoria de Mandados Judiciais da Secretaria de Estado de Saúde do Rio de Janeiro, de acordo com as condições e especificações constantes neste Termo de Referência e no Edital, sob a égide da Lei n° 14.133/2021.",0.0,2026-09-23T10:00:00,2026-10-07T10:00:00,42498600000171-1-004012/2026,https://www.compras.rj.gov.br/EditaisLicitacoes/detalhar.action?idLic=37465
Pregão - Eletrônico,Divulgada no PNCP,E,,RJ,Rio de Janeiro,"14 (catorze) capacetes de voo, equipamento de proteção individual (EPI)

",0.0,2026-09-23T10:10:00,2026-10-07T10:00:00,42498600000171-1-004014/2026,https://www.compras.rj.gov.br/EditaisLicitacoes/detalhar.action?idLic=37467
Pregão - Eletrônico,Divulgada no PNCP,F,,RJ,Rio de Janeiro,Aquisição de material laboratorial (G1),0.0,2026-09-25T08:00:00,2026-10-07T10:00:00,33781055000135-1-001669/2026,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=25449205000732026
Pregão - Eletrônico,Divulgada no PNCP,F,,RJ,Rio de Janeiro,"Aquisição de materiais de consumo reesterelizavel para suprir as demandas da clinica de Urologia , nas cirurgias videolaparoscópicas e de ureterorreno.",335323.0,2026-09-25T08:00:00,2026-10-07T10:00:00,00394544000185-1-000029/2027,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=25010305001672027
Pregão - Eletrônico,Divulgada no PNCP,F,,RJ,Rio de Janeiro,Material de expediente para atender às necessidades da Brigada de Infantaria Pára-quedista.,998462.19,2026-09-25T08:00:00,2026-10-07T10:00:00,00394452000103-1-020941/2026,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=16029605000612026
Pregão - Eletrônico,Divulgada no PNCP,F,,RJ,Rio de Janeiro,"Aquisição de baterias internas para 01 equipamento de nobreak ATA UPS modular 60kVA, com banco de baterias, modelo Hipower RM 60k, que atualmente atende os equipamentos de TIC, instalados na sala do Centro de Processamento de Dados (CPD) do IPEA/RJ, situado à Avenida Presidente Vargas Nº 730, 16º andar, no Edifício do Banco Central, Centro-Rio de Janeiro RJ, CEP 20071-900, incluindo serviço técnico de instalação, e retirada e descarte das baterias antigas, conforme condições, quantidades, especificações e exigências estabelecidas neste Edital e seus anexos.",74600.0,2026-09-25T10:00:00,2026-10-07T10:00:00,33892175000100-1-000055/2026,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=11360205000392026
Concorrência - Eletrônica,Divulgada no PNCP,F,,RJ,Rio de Janeiro,Tanques para armazenamento de álcool para a produção - VDGI,3064423.85,2026-08-26T08:00:00,2026-10-07T10:00:00,33781055000135-1-001452/2026,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=25444603000492026
Pregão - Eletrônico,Divulgada no PNCP,E,,RJ,Rio de Janeiro,"O presente termo de referência tem por objetivo estabelecer as condições para fornecimento do(s) medicamento(s): NILOTINIBE 150MG CÁPSULA E NILOTINIBE 200MG CÁPSULA através do Pregão Eletrônico para Registro de Preços, visando suprir as necessidades da Assessoria de Mandados Judiciais da Secretaria de Estado de Saúde do Rio de Janeiro, de acordo com as condições e especificações constantes neste Termo de Referência e no Edital, sob a égide da Lei n° 14.133/2021.",0.0,2026-09-23T09:55:00,2026-10-07T11:00:00,42498600000171-1-004011/2026,https://www.compras.rj.gov.br/EditaisLicitacoes/detalhar.action?idLic=37464
Pregão - Eletrônico,Divulgada no PNCP,E,,RJ,Rio de Janeiro,AQUISIÇÃO DE MEDICAMENTOS BRIGATINIBE 90 MG COMPRIMIDO REVESTIDO e BRIGATINIBE 180 MG COMPRIMIDO REVESTIDO.,0.0,2026-09-23T10:32:00,2026-10-07T11:00:00,42498600000171-1-004015/2026,https://www.compras.rj.gov.br/EditaisLicitacoes/detalhar.action?idLic=37468
Pregão - Eletrônico,Divulgada no PNCP,E,,RJ,Rio de Janeiro,"Aquisição de materiais de escritório, conforme condições, quantidades e especificações contidas no TERMO DE REFERÊNCIA – ANEXO I do edital",185924.84,2026-09-25T09:00:00,2026-10-07T11:00:00,30051023000196-1-000187/2026,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=92546405004382026
Concorrência - Eletrônica,Divulgada no PNCP,E,,RJ,Rio de Janeiro,"Obras de Infraestrutura Externa (Contrapartida Municipal) dos Empreendimentos Mangueira IBGE e Residencial Mangueira II, Localizados na Rua Visconde de Niterói, Lotes 1 e 2 a serem desmembrados do Lote 1 do PAL 49221, integrantes do Programa Minha Casa Minha Vida - FAR”",1087709.87,2026-08-28T09:00:00,2026-10-07T11:00:00,42498600000171-1-003668/2026,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=98600103015012026
Concorrência - Eletrônica,Divulgada no PNCP,F,,RJ,Rio de Janeiro,Realização de obra de reforma da 123ª Zona Eleitoral do TRE-RJ para adaptação para incremento da eficiência energética e adequação para acessibilidade universal,441732.04,2026-09-21T08:00:00,2026-10-07T11:00:00,06170517000105-1-000124/2026,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=07001703002292026
Pregão - Eletrônico,Revogada,F,,RJ,Rio de Janeiro,Aquisição de scanner de bagagem por raio x.,0.0,2026-09-25T08:00:00,2026-10-07T13:00:00,32243347000151-1-000147/2026,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=09002805000872026
Pregão - Eletrônico,Revogada,F,,RJ,Rio de Janeiro,"Aquisição de motocicleta, através do Sistema de Registro de Preços,  conforme especificações estipuladas no Termo de Referência",0.0,2026-09-25T08:00:00,2026-10-07T13:00:00,32243347000151-1-000152/2026,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=09002805000942026
Pregão - Eletrônico,Divulgada no PNCP,F,,RJ,Rio de Janeiro,Aquisição de Materiais Hospitalares - Hemoterapia 2 ,1286235.39,2026-09-25T08:00:00,2026-10-07T13:00:00,00394544000185-1-002070/2026,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=25005905002042026
Pregão - Eletrônico,Divulgada no PNCP,E,,RJ,Rio de Janeiro,"Contratação de empresa(s) especializada(s), dividida em 02 (dois) Lotes 
distintos, para atender às necessidades da Agência de Fomento do Estado do Rio de Janeiro S.A. – AgeRio, conforme abaixo: 
LOTE 1: Serviços técnicos de sustentação, desenvolvimento de demandas evolutivas, consultoria técnica no ambiente SAP e atualização de versão e migração da infraestrutura dos ambientes SAP. 
LOTE 2: Reativação e serviços de suporte e manutenção das licenças SAP (Enterprise Support).",0.0,2026-09-11T08:00:00,2026-10-07T14:00:00,42498600000171-1-003780/2026,https://www.compras.rj.gov.br/EditaisLicitacoes/detalhar.action?idLic=37368
Pregão - Eletrônico,Divulgada no PNCP,E,,RJ,Rio de Janeiro,"Compra de materiais para o almoxarifado, conforme especificado no Termo de Referência (Anexo I). ",30445.87,2026-09-24T11:00:00,2026-10-07T14:00:00,28538734000148-1-000228/2026,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=03010005007142026
